algorithm;class;metric;mse;C;n;value_fact;value_theory;is_steps
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;600;14;14.478176734223068;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;650;14;14.659337467644335;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;700;16;14.82706610874039;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;750;17;14.983217737823118;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;800;13;15.129287831689672;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;850;15;15.266499593646136;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;900;14;15.39586628392197;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;950;17;15.518236675230103;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1000;16;15.634328835289724;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1050;15;15.744755658439294;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1100;15;15.850044452336158;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1150;18;15.950652167183152;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1200;15;16.046977381388572;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1250;16;16.139369838889774;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1300;15;16.22813811480984;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1350;16;16.313555833620875;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1400;17;16.395866755905896;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1450;17;16.475288972101513;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1500;18;16.552018384988624;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1550;16;16.62623162094754;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1600;14;16.69808847885518;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1650;17;16.767734002035063;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1700;16;16.835300240811645;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1750;18;16.900907759505948;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1800;15;16.96466693108748;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1850;18;17.026679054404866;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1900;18;17.08703732239561;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;1950;19;17.145827664508747;1
Степень (рекурсивный RecPow, рис. 2);O(log n);steps;1.3917140976990359;1.5688006471655072;2000;17;17.20312948245523;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;50;9;8.85408524302764;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;100;10;10.42288589019315;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;150;12;11.340575439892051;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;200;11;11.991686537358655;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;250;14;12.496727540958709;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;300;13;12.90937608705756;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;350;15;13.258265461574883;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;400;12;13.560487184524163;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;450;13;13.827065636756464;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;500;15;14.065528188124215;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;550;14;14.28124380517065;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;600;14;14.478176734223068;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;650;14;14.659337467644335;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;700;16;14.82706610874039;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;750;17;14.983217737823118;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;800;13;15.129287831689672;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;850;15;15.266499593646136;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;900;14;15.39586628392197;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;950;17;15.518236675230103;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1000;16;15.634328835289724;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1050;15;15.744755658439294;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1100;15;15.850044452336158;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1150;18;15.950652167183152;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1200;15;16.046977381388572;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1250;16;16.139369838889774;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1300;15;16.22813811480984;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1350;16;16.313555833620875;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1400;17;16.395866755905896;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1450;17;16.475288972101513;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1500;18;16.552018384988624;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1550;16;16.62623162094754;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1600;14;16.69808847885518;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1650;17;16.767734002035063;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1700;16;16.835300240811645;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1750;18;16.900907759505948;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1800;15;16.96466693108748;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1850;18;17.026679054404866;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1900;18;17.08703732239561;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;1950;19;17.145827664508747;1
Степень (быстрый QuickPow, рис. 3);O(log n);steps;1.3917140976990359;1.5688006471655072;2000;17;17.20312948245523;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;50;8;8.277222080833836;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;100;9;9.743811909226368;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;150;11;10.601711962775072;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;200;10;11.210401737618897;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;250;13;11.682538207054488;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;300;12;12.068301791167604;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;350;14;12.394460254211223;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;400;11;12.676991566011429;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;450;12;12.92620184471631;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;500;14;13.149128035447019;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;550;13;13.350789304746804;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;600;13;13.534891619560135;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;650;13;13.704249332039286;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;700;15;13.861050082603755;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;750;16;14.007028088995725;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;800;12;14.14358139440396;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;850;14;14.271853507744018;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;900;13;14.39279167310884;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;950;16;14.507189363798974;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1000;15;14.61571786383955;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1050;14;14.718950136152461;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1100;14;14.817379133139335;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1150;17;14.911432033690474;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1200;14;15.001481447952665;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1250;15;15.08785433327514;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1300;14;15.170839160431816;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1350;15;15.250691726657546;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1400;16;15.327639910996286;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1450;16;15.401887594812159;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1500;17;15.473617917388255;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1550;15;15.542995997507033;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1600;13;15.61017122279649;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1650;16;15.67527918668804;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1700;15;15.738443336136548;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1750;17;15.799776380431876;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1800;14;15.859381501501371;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1850;17;15.917353398350489;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1900;17;15.973779192191504;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;1950;18;16.028739213980522;1
Степень (классический быстрый QuickPow1, рис. 4);O(log n);steps;1.4007672610923527;1.4665898283925307;2000;16;16.08230769223208;1
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;10;3.066666666666667E-06;2.087552919312948E-06;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;20;1.7333333333333336E-05;1.6700423354503583E-05;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;30;5.723333333333333E-05;5.63639288214496E-05;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;40;0.00013726666666666668;0.00013360338683602867;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;50;0.0002612;0.0002609441149141185;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;60;0.0004484;0.0004509114305715968;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;70;0.0007089;0.0007160306513243411;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;80;0.0010679333333333332;0.0010688270946882293;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;90;0.0015239333333333333;0.0015218260781791392;0
Матричное умножение A×B;O(M²·N);seconds;8.059718526287404E-12;2.087552919312948E-09;100;0.0020891666666666667;0.002087552919312948;0
